TABLE_NAME	COLUMN_NAME	COLUMN_TYPE	IS_NULLABLE	COLUMN_DEFAULT	COLUMN_COMMENT
COMTNDIARYINFO	ATCH_FILE_ID	char(20)	YES	NULL	첨부파일ID
COMTNDIARYINFO	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNDIARYINFO	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNDIARYINFO	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNDIARYINFO	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNDTAUSESTATS	DTA_USE_STATS_ID	char(20)	NO	NULL	자료사용통계ID
COMTNDTAUSESTATS	BBS_ID	char(30)	NO	NULL	게시판ID
COMTNDTAUSESTATS	NTT_ID	decimal(20,0)	NO	NULL	게시물ID
COMTNDTAUSESTATS	ATCH_FILE_ID	char(20)	NO	NULL	첨부파일ID
COMTNDTAUSESTATS	FILE_SN	decimal(10,0)	NO	NULL	파일순번
COMTNDTAUSESTATS	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNDTAUSESTATS	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNDTAUSESTATS	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNDTAUSESTATS	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNEMPLYRINFO	EMPLYR_ID	varchar(20)	NO	NULL	업무사용자ID
COMTNEMPLYRINFO	ORGNZT_ID	char(20)	YES	NULL	조직ID
COMTNEMPLYRINFO	USER_NM	varchar(60)	NO	NULL	사용자명
COMTNEMPLYRINFO	PASSWORD	varchar(200)	NO	NULL	비밀번호
COMTNEMPLYRINFO	EMPL_NO	varchar(20)	YES	NULL	사원번호
COMTNEMPLYRINFO	IHIDNUM	varchar(200)	YES	NULL	주민등록번호
COMTNEMPLYRINFO	SEXDSTN_CODE	char(1)	YES	NULL	성별코드
COMTNEMPLYRINFO	BRTHDY	char(20)	YES	NULL	생일
COMTNEMPLYRINFO	FXNUM	varchar(20)	YES	NULL	팩스번호
COMTNEMPLYRINFO	HOUSE_ADRES	varchar(100)	NO	NULL	주택주소
COMTNEMPLYRINFO	PASSWORD_HINT	varchar(100)	NO	NULL	비밀번호힌트
COMTNEMPLYRINFO	PASSWORD_CNSR	varchar(100)	NO	NULL	비밀번호정답
COMTNEMPLYRINFO	HOUSE_END_TELNO	varchar(4)	NO	NULL	주택끝전화번호
COMTNEMPLYRINFO	AREA_NO	varchar(4)	NO	NULL	지역번호
COMTNEMPLYRINFO	DETAIL_ADRES	varchar(100)	YES	NULL	상세주소
COMTNEMPLYRINFO	ZIP	varchar(6)	NO	NULL	우편번호
COMTNEMPLYRINFO	OFFM_TELNO	varchar(20)	YES	NULL	사무실전화번호
COMTNEMPLYRINFO	MBTLNUM	varchar(20)	YES	NULL	이동전화번호
COMTNEMPLYRINFO	EMAIL_ADRES	varchar(50)	YES	NULL	이메일주소
COMTNEMPLYRINFO	OFCPS_NM	varchar(60)	YES	NULL	직위명
COMTNEMPLYRINFO	HOUSE_MIDDLE_TELNO	varchar(4)	NO	NULL	주택중간전화번호
COMTNEMPLYRINFO	GROUP_ID	char(20)	YES	NULL	그룹ID
COMTNEMPLYRINFO	PSTINST_CODE	char(8)	YES	NULL	소속기관코드
COMTNEMPLYRINFO	EMPLYR_STTUS_CODE	char(1)	NO	NULL	사용자상태코드
COMTNEMPLYRINFO	ESNTL_ID	char(20)	NO	NULL	고유ID
COMTNEMPLYRINFO	CRTFC_DN_VALUE	varchar(100)	YES	NULL	인증DN값
COMTNEMPLYRINFO	SBSCRB_DE	datetime	YES	NULL	가입일자
COMTNEMPLYRINFO	LOCK_AT	char(1)	YES	NULL	잠금여부
COMTNEMPLYRINFO	LOCK_CNT	decimal(3,0)	YES	NULL	잠금회수
COMTNEMPLYRINFO	LOCK_LAST_PNTTM	datetime	YES	NULL	잠금최종시점
COMTNEMPLYRINFO	CHG_PWD_LAST_PNTTM	datetime	YES	NULL	
COMTNEMPLYRSCRTYESTBS	SCRTY_DTRMN_TRGET_ID	varchar(20)	NO	NULL	보안설정대상ID
COMTNEMPLYRSCRTYESTBS	MBER_TY_CODE	char(5)	YES	NULL	회원유형코드
COMTNEMPLYRSCRTYESTBS	AUTHOR_CODE	varchar(30)	NO	NULL	권한코드
COMTNENTRPRSMBER	ENTRPRS_MBER_ID	varchar(20)	NO		기업회원ID
COMTNENTRPRSMBER	ENTRPRS_SE_CODE	char(8)	YES	NULL	기업구분코드
COMTNENTRPRSMBER	BIZRNO	varchar(10)	YES	NULL	사업자등록번호
COMTNENTRPRSMBER	JURIRNO	varchar(13)	YES	NULL	법인등록번호
COMTNENTRPRSMBER	CMPNY_NM	varchar(60)	NO	NULL	회사명
COMTNENTRPRSMBER	CXFC	varchar(50)	YES	NULL	대표이사
COMTNENTRPRSMBER	ZIP	varchar(6)	NO	NULL	우편번호
COMTNENTRPRSMBER	ADRES	varchar(100)	NO	NULL	주소
COMTNENTRPRSMBER	ENTRPRS_MIDDLE_TELNO	varchar(4)	NO	NULL	기업중간전화번호
COMTNENTRPRSMBER	FXNUM	varchar(20)	YES	NULL	팩스번호
COMTNENTRPRSMBER	INDUTY_CODE	char(1)	YES	NULL	업종코드
COMTNENTRPRSMBER	APPLCNT_NM	varchar(50)	NO	NULL	신청인명
COMTNENTRPRSMBER	APPLCNT_IHIDNUM	varchar(200)	YES	NULL	신청인주민등록번호
COMTNENTRPRSMBER	SBSCRB_DE	datetime	YES	NULL	가입일자
COMTNENTRPRSMBER	ENTRPRS_MBER_STTUS	varchar(15)	YES	NULL	기업회원상태
COMTNENTRPRSMBER	ENTRPRS_MBER_PASSWORD	varchar(200)	YES	NULL	기업회원비밀번호
COMTNENTRPRSMBER	ENTRPRS_MBER_PASSWORD_HINT	varchar(100)	NO	NULL	기업회원비밀번호힌트
COMTNENTRPRSMBER	ENTRPRS_MBER_PASSWORD_CNSR	varchar(100)	NO	NULL	기업회원비밀번호정답
COMTNENTRPRSMBER	GROUP_ID	char(20)	YES	NULL	그룹ID
COMTNENTRPRSMBER	DETAIL_ADRES	varchar(100)	YES	NULL	상세주소
COMTNENTRPRSMBER	ENTRPRS_END_TELNO	varchar(4)	NO	NULL	기업끝전화번호
COMTNENTRPRSMBER	AREA_NO	varchar(4)	NO	NULL	지역번호
COMTNENTRPRSMBER	APPLCNT_EMAIL_ADRES	varchar(50)	NO	NULL	신청자이메일주소
COMTNENTRPRSMBER	ESNTL_ID	char(20)	NO	NULL	고유ID
COMTNENTRPRSMBER	LOCK_AT	char(1)	YES	NULL	잠금여부
COMTNENTRPRSMBER	LOCK_CNT	decimal(3,0)	YES	NULL	잠금회수
COMTNENTRPRSMBER	LOCK_LAST_PNTTM	datetime	YES	NULL	잠금최종시점
COMTNENTRPRSMBER	CHG_PWD_LAST_PNTTM	datetime	YES	NULL	
COMTNEVENTATDRN	APPLCNT_ID	varchar(20)	NO	NULL	신청인ID
COMTNEVENTATDRN	EVENT_ID	char(20)	NO	NULL	행사ID
COMTNEVENTATDRN	REQST_DE	char(20)	NO	NULL	신청일
COMTNEVENTATDRN	SANCTNER_ID	varchar(20)	NO	NULL	결재자ID
COMTNEVENTATDRN	CONFM_AT	char(1)	YES	NULL	승인여부
COMTNEVENTATDRN	SANCTN_DT	datetime	YES	NULL	결재일시
COMTNEVENTATDRN	RETURN_RESN	varchar(1000)	YES	NULL	반환사유
COMTNEVENTATDRN	INFRML_SANCTN_ID	char(20)	YES	NULL	약식결재ID
COMTNEVENTATDRN	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNEVENTATDRN	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNEVENTATDRN	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNEVENTATDRN	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNEVENTINFO	EVENT_ID	char(20)	NO	NULL	행사ID
COMTNEVENTINFO	BSNS_YEAR	char(4)	YES	NULL	사업연도
COMTNEVENTINFO	BSNS_CODE	varchar(2)	YES	NULL	사업코드
COMTNEVENTINFO	EVENT_CN	varchar(1000)	YES	NULL	행사내용
COMTNEVENTINFO	EVENT_SVC_BGNDE	char(20)	YES	NULL	행사서비스시작일
COMTNEVENTINFO	SVC_USE_NMPR_CO	decimal(10,0)	YES	NULL	서비스사용인원수
COMTNEVENTINFO	CHARGER_NM	varchar(50)	YES	NULL	담당자명
COMTNEVENTINFO	PRPARETG_CN	varchar(2500)	YES	NULL	준비물내용
COMTNEVENTINFO	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNEVENTINFO	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNEVENTINFO	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNEVENTINFO	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNEVENTINFO	EVENT_SVC_ENDDE	char(20)	YES	NULL	행사서비스종료일
COMTNEVENTINFO	EVENT_TY_CODE	char(1)	YES	NULL	행사유형코드
COMTNEVENTINFO	EVENT_CONFM_AT	char(1)	YES	NULL	행사승인여부
COMTNEVENTINFO	EVENT_CONFM_DE	char(20)	YES	NULL	행사승인날짜
COMTNEVENTMANAGE	EVENT_ID	char(20)	NO	NULL	행사ID
COMTNEVENTMANAGE	EVENT_SE	varchar(2)	NO	NULL	행사구분
COMTNEVENTMANAGE	EVENT_NM	varchar(60)	NO	NULL	행사명
COMTNEVENTMANAGE	EVENT_PURPS	varchar(200)	NO	NULL	행사목적
COMTNEVENTMANAGE	EVENT_BGNDE	char(20)	NO	NULL	행사시작일
COMTNEVENTMANAGE	EVENT_ENDDE	char(20)	NO	NULL	행사종료일
COMTNEVENTMANAGE	EVENT_AUSPC_INSTT_NM	varchar(60)	YES	NULL	행사주최기관명
COMTNEVENTMANAGE	EVENT_MNGT_INSTT_NM	varchar(60)	YES	NULL	행사주관기관명
COMTNEVENTMANAGE	EVENT_PLACE	varchar(200)	NO	NULL	행사장소
COMTNEVENTMANAGE	EVENT_CN	varchar(1000)	YES	NULL	행사내용
COMTNEVENTMANAGE	CT_OCCRRNC_AT	char(1)	YES	NULL	비용발생여부
COMTNEVENTMANAGE	PARTCPT_CT	decimal(16,0)	YES	NULL	참가비용
COMTNEVENTMANAGE	PSNCPA	decimal(10,0)	NO	NULL	정원
COMTNEVENTMANAGE	REFRN_URL	varchar(1024)	YES	NULL	참조URL
COMTNEVENTMANAGE	RCEPT_BGNDE	char(20)	NO	NULL	접수시작일
COMTNEVENTMANAGE	RCEPT_ENDDE	char(20)	NO	NULL	접수종료일
COMTNEVENTMANAGE	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNEVENTMANAGE	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNEVENTMANAGE	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNEVENTMANAGE	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNEXTRLHRINFO	EVENT_ID	char(20)	NO	NULL	행사ID
COMTNEXTRLHRINFO	EXTRL_HR_ID	char(20)	NO	NULL	외부인사ID
COMTNEXTRLHRINFO	SEXDSTN_CODE	char(1)	YES	NULL	성별코드
COMTNEXTRLHRINFO	EXTRL_HR_NM	varchar(60)	YES	NULL	외부인사명
COMTNEXTRLHRINFO	OCCP_TY_CODE	char(1)	YES	NULL	직업유형코드
COMTNEXTRLHRINFO	PSITN_INSTT_NM	varchar(100)	YES	NULL	소속기관명
COMTNEXTRLHRINFO	BRTHDY	char(20)	YES	NULL	생일
COMTNEXTRLHRINFO	AREA_NO	varchar(4)	YES	NULL	지역번호
COMTNEXTRLHRINFO	MIDDLE_TELNO	varchar(4)	YES	NULL	중간전화번호
COMTNEXTRLHRINFO	END_TELNO	varchar(4)	YES	NULL	끝전화번호
COMTNEXTRLHRINFO	EMAIL_ADRES	varchar(50)	YES	NULL	이메일주소
COMTNEXTRLHRINFO	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNEXTRLHRINFO	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNEXTRLHRINFO	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNEXTRLHRINFO	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNFAQINFO	FAQ_ID	char(20)	NO	NULL	FAQID
COMTNFAQINFO	QESTN_SJ	varchar(255)	YES	NULL	질문제목
COMTNFAQINFO	QESTN_CN	varchar(2500)	YES	NULL	질문내용
COMTNFAQINFO	ANSWER_CN	varchar(2500)	YES	NULL	답변내용
COMTNFAQINFO	RDCNT	decimal(10,0)	YES	NULL	조회수
COMTNFAQINFO	FRST_REGIST_PNTTM	datetime	NO	NULL	최초등록시점
COMTNFAQINFO	FRST_REGISTER_ID	varchar(20)	NO	NULL	최초등록자ID
COMTNFAQINFO	LAST_UPDT_PNTTM	datetime	NO	NULL	최종수정시점
COMTNFAQINFO	LAST_UPDUSR_ID	varchar(20)	NO	NULL	최종수정자ID
COMTNFAQINFO	ATCH_FILE_ID	char(20)	YES	NULL	첨부파일ID
COMTNFAQINFO	QNA_PROCESS_STTUS_CODE	char(1)	YES	NULL	질의응답처리상태코드
COMTNFILE	ATCH_FILE_ID	char(20)	NO	NULL	첨부파일ID
COMTNFILE	CREAT_DT	datetime	NO	NULL	생성일시
COMTNFILE	USE_AT	char(1)	YES	NULL	사용여부
COMTNFILEDETAIL	ATCH_FILE_ID	char(20)	NO	NULL	첨부파일ID
COMTNFILEDETAIL	FILE_SN	decimal(10,0)	NO	NULL	파일순번
COMTNFILEDETAIL	FILE_STRE_COURS	varchar(2000)	NO	NULL	파일저장경로
COMTNFILEDETAIL	STRE_FILE_NM	varchar(255)	NO	NULL	저장파일명
COMTNFILEDETAIL	ORIGNL_FILE_NM	varchar(255)	YES	NULL	원파일명
COMTNFILEDETAIL	FILE_EXTSN	varchar(20)	NO	NULL	파일확장자
COMTNFILEDETAIL	FILE_CN	mediumtext	YES	NULL	파일내용
COMTNFILEDETAIL	FILE_SIZE	decimal(8,0)	YES	NULL	파일크기
COMTNFILESYSMNTRNG	FILE_SYS_ID	char(20)	NO	NULL	파일시스템ID
COMTNFILESYSMNTRNG	FILE_SYS_NM	varchar(60)	NO	NULL	파일시스템명
COMTNFILESYSMNTRNG	FILE_SYS_MANAGE_NM	varchar(255)	NO	NULL	파일시스템관리명
COMTNFILESYSMNTRNG	FILE_SYS_SIZE	decimal(8,0)	NO	NULL	파일시스템크기
COMTNFILESYSMNTRNG	FILE_SYS_THRHLD	decimal(8,0)	NO	NULL	파일시스템임계치
COMTNFILESYSMNTRNG	FILE_SYS_USGQTY	decimal(8,0)	YES	NULL	파일시스템사용량
COMTNFILESYSMNTRNG	MNGR_NM	varchar(60)	YES	NULL	관리자명
COMTNFILESYSMNTRNG	MNGR_EMAIL_ADRES	varchar(50)	YES	NULL	관리자이메일주소
COMTNFILESYSMNTRNG	MNTRNG_STTUS	char(2)	YES	NULL	모니터링상태
COMTNFILESYSMNTRNG	CREAT_DT	datetime	YES	NULL	생성일시
COMTNFILESYSMNTRNG	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNFILESYSMNTRNG	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNFILESYSMNTRNG	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNFILESYSMNTRNG	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNFILESYSMNTRNGLOGINFO	FILE_SYS_ID	char(20)	NO	NULL	파일시스템ID
COMTNFILESYSMNTRNGLOGINFO	FILE_SYS_NM	varchar(60)	NO	NULL	파일시스템명
COMTNFILESYSMNTRNGLOGINFO	FILE_SYS_MANAGE_NM	varchar(255)	NO	NULL	파일시스템관리명
COMTNFILESYSMNTRNGLOGINFO	FILE_SYS_SIZE	decimal(8,0)	NO	NULL	파일시스템크기
COMTNFILESYSMNTRNGLOGINFO	FILE_SYS_THRHLD	decimal(8,0)	NO	NULL	파일시스템임계치
COMTNFILESYSMNTRNGLOGINFO	FILE_SYS_USGQTY	decimal(8,0)	YES	NULL	파일시스템사용량
COMTNFILESYSMNTRNGLOGINFO	MNTRNG_STTUS	char(2)	YES	NULL	모니터링상태
COMTNFILESYSMNTRNGLOGINFO	LOG_INFO	varchar(2000)	YES	NULL	로그정보
COMTNFILESYSMNTRNGLOGINFO	CREAT_DT	datetime	YES	NULL	생성일시
COMTNFILESYSMNTRNGLOGINFO	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNFILESYSMNTRNGLOGINFO	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNFILESYSMNTRNGLOGINFO	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNFILESYSMNTRNGLOGINFO	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNFILESYSMNTRNGLOGINFO	LOG_ID	char(20)	NO		로그ID
COMTNFXTRSMANAGE	FXTRS_CODE	char(14)	NO	NULL	비품코드
COMTNFXTRSMANAGE	FXTRS_NM	varchar(100)	NO	NULL	비품명
COMTNFXTRSMANAGE	MAKR_NM	varchar(100)	YES	NULL	제작자명
COMTNFXTRSMANAGE	PRICE	decimal(16,0)	YES	NULL	가격
COMTNGNRLMBER	MBER_ID	varchar(20)	NO		회원ID
COMTNGNRLMBER	PASSWORD	varchar(200)	NO	NULL	비밀번호
COMTNGNRLMBER	PASSWORD_HINT	varchar(100)	YES	NULL	비밀번호힌트
COMTNGNRLMBER	PASSWORD_CNSR	varchar(100)	YES	NULL	비밀번호정답
COMTNGNRLMBER	IHIDNUM	varchar(200)	YES	NULL	주민등록번호
COMTNGNRLMBER	MBER_NM	varchar(50)	NO	NULL	회원명
COMTNGNRLMBER	ZIP	varchar(6)	NO	NULL	우편번호
COMTNGNRLMBER	ADRES	varchar(100)	NO	NULL	주소
COMTNGNRLMBER	AREA_NO	varchar(4)	NO	NULL	지역번호
COMTNGNRLMBER	MBER_STTUS	varchar(15)	YES	NULL	회원상태
COMTNGNRLMBER	DETAIL_ADRES	varchar(100)	YES	NULL	상세주소
COMTNGNRLMBER	END_TELNO	varchar(4)	NO	NULL	끝전화번호
COMTNGNRLMBER	MBTLNUM	varchar(20)	NO	NULL	이동전화번호
COMTNGNRLMBER	GROUP_ID	char(20)	YES	NULL	그룹ID
COMTNGNRLMBER	MBER_FXNUM	varchar(20)	YES	NULL	회원팩스번호
COMTNGNRLMBER	MBER_EMAIL_ADRES	varchar(50)	YES	NULL	회원이메일주소
COMTNGNRLMBER	MIDDLE_TELNO	varchar(4)	NO	NULL	중간전화번호
COMTNGNRLMBER	SBSCRB_DE	datetime	YES	NULL	가입일자
COMTNGNRLMBER	SEXDSTN_CODE	char(1)	YES	NULL	성별코드
COMTNGNRLMBER	ESNTL_ID	char(20)	NO	NULL	고유ID
COMTNGNRLMBER	LOCK_AT	char(1)	YES	NULL	잠금여부
COMTNGNRLMBER	LOCK_CNT	decimal(3,0)	YES	NULL	잠금회수
COMTNGNRLMBER	LOCK_LAST_PNTTM	datetime	YES	NULL	잠금최종시점
COMTNGNRLMBER	CHG_PWD_LAST_PNTTM	datetime	YES	NULL	
COMTNHPCMINFO	HPCM_ID	char(20)	NO	NULL	도움말ID
COMTNHPCMINFO	HPCM_SE_CODE	char(1)	YES	NULL	도움말구분코드
COMTNHPCMINFO	HPCM_DFN	varchar(1000)	YES	NULL	도움말정의
COMTNHPCMINFO	HPCM_DC	varchar(2500)	YES	NULL	도움말설명
COMTNHPCMINFO	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNHPCMINFO	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNHPCMINFO	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNHPCMINFO	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNHTTPMON	SYS_ID	varchar(20)	NO	NULL	시스템ID
COMTNHTTPMON	SITE_URL	varchar(100)	YES	NULL	사이트URL
COMTNHTTPMON	WEBSVC_KND	varchar(10)	YES	NULL	웹서비스종류
COMTNHTTPMON	HTTP_STTUS_CODE	varchar(3)	YES	NULL	HTTP상태코드
COMTNHTTPMON	CREAT_DT	datetime	YES	NULL	생성일시
COMTNHTTPMON	MNGR_NM	varchar(60)	YES	NULL	관리자명
COMTNHTTPMON	MNGR_EMAIL_ADRES	varchar(50)	YES	NULL	관리자이메일주소
COMTNHTTPMON	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNHTTPMON	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNHTTPMON	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNHTTPMON	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNHTTPMON	DELETE_AT	char(1)	YES	NULL	삭제여부
COMTNINDVDLINFOPOLICY	INDVDL_INFO_POLICY_ID	char(20)	NO		개인정보정책ID
COMTNINDVDLINFOPOLICY	INDVDL_INFO_POLICY_CN	varchar(2500)	YES	NULL	개인정보정책내용
COMTNINDVDLINFOPOLICY	INDVDL_INFO_POLICY_AGRE_AT	char(1)	YES	NULL	개인정보정책동의여부
COMTNINDVDLINFOPOLICY	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNINDVDLINFOPOLICY	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNINDVDLINFOPOLICY	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNINDVDLINFOPOLICY	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNINDVDLINFOPOLICY	INDVDL_INFO_POLICY_NM	varchar(255)	YES	NULL	개인정보정책명
COMTNINDVDLPGECNTNTS	CNTNTS_ID	varchar(20)	NO		컨텐츠ID
COMTNINDVDLPGECNTNTS	CNTNTS_NM	varchar(100)	NO	NULL	컨텐츠명
COMTNINDVDLPGECNTNTS	CNTC_URL	varchar(255)	NO	NULL	연계URL
COMTNINDVDLPGECNTNTS	CNTNTS_USE_AT	char(1)	NO	NULL	컨텐츠사용여부
COMTNINDVDLPGECNTNTS	CNTNTS_LINK_URL	varchar(1000)	YES	NULL	컨텐츠링크URL
COMTNINDVDLPGECNTNTS	CNTNTS_DC	varchar(250)	YES	NULL	컨텐츠설명
COMTNINDVDLPGEESTBS	EMPLYR_ID	varchar(20)	NO		업무사용자ID
COMTNINDVDLPGEESTBS	UPEND_IMAGE	varchar(1024)	YES	NULL	상단이미지
COMTNINDVDLPGEESTBS	TITLEBAR_COLOR	char(7)	YES	NULL	타이틀바색상
COMTNINDVDLPGEESTBS	ALGN_MTHD	char(1)	YES	NULL	배열방식
COMTNINDVDLPGEESTBS	ALGN_CO	decimal(10,0)	YES	NULL	배열개수
COMTNINDVDLYRYCMANAGE	OCCRRNC_YEAR	char(4)	NO	NULL	발생연도
COMTNINDVDLYRYCMANAGE	YRYC_OCCRRNC_CO	decimal(5,1)	YES	NULL	연차발생개수
COMTNINDVDLYRYCMANAGE	USE_YRYC_CO	decimal(5,1)	YES	NULL	사용연차개수
COMTNINDVDLYRYCMANAGE	REMNDR_YRYC_CO	decimal(5,1)	YES	NULL	잔여연차개수
COMTNINDVDLYRYCMANAGE	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNINDVDLYRYCMANAGE	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNINDVDLYRYCMANAGE	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNINDVDLYRYCMANAGE	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNINDVDLYRYCMANAGE	USER_ID	varchar(20)	NO	NULL	사용자ID
COMTNINFRMLSANCTN	INFRML_SANCTN_ID	char(20)	NO	NULL	약식결재ID
COMTNINFRMLSANCTN	JOB_SE_CODE	char(3)	NO	NULL	업무구분코드
COMTNINFRMLSANCTN	APPLCNT_ID	varchar(20)	NO	NULL	신청인ID
COMTNINFRMLSANCTN	REQST_DE	char(20)	NO	NULL	신청일
COMTNINFRMLSANCTN	SANCTNER_ID	varchar(20)	NO	NULL	결재자ID
COMTNINFRMLSANCTN	CONFM_AT	char(1)	NO	NULL	승인여부
COMTNINFRMLSANCTN	SANCTN_DT	datetime	YES	NULL	결재일시
COMTNINFRMLSANCTN	RETURN_RESN	varchar(1000)	YES	NULL	반환사유
COMTNINFRMLSANCTN	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNINFRMLSANCTN	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNINFRMLSANCTN	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNINFRMLSANCTN	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNINSTTCODE	INSTT_CODE	char(7)	NO	NULL	기관코드
COMTNINSTTCODE	ALL_INSTT_NM	varchar(255)	YES	NULL	전체기관명
COMTNINSTTCODE	LOWEST_INSTT_NM	varchar(100)	YES	NULL	최하위기관명
COMTNINSTTCODE	INSTT_ABRV_NM	varchar(50)	YES	NULL	기관약어명
COMTNINSTTCODE	ODR	char(1)	YES	NULL	차수
COMTNINSTTCODE	ORD	char(3)	YES	NULL	서열
COMTNINSTTCODE	INSTT_ODR	char(2)	YES	NULL	기관차수
COMTNINSTTCODE	UPPER_INSTT_CODE	char(7)	YES	NULL	상위기관코드
COMTNINSTTCODE	BEST_INSTT_CODE	char(7)	YES	NULL	최상위기관코드
COMTNINSTTCODE	REPRSNT_INSTT_CODE	char(7)	YES	NULL	대표기관코드
COMTNINSTTCODE	INSTT_TY_LCLAS	char(2)	YES	NULL	기관유형대분류
COMTNINSTTCODE	INSTT_TY_MLSFC	char(2)	YES	NULL	기관유형중분류
COMTNINSTTCODE	INSTT_TY_SCLAS	char(2)	YES	NULL	기관유형소분류
COMTNINSTTCODE	TELNO	varchar(20)	YES	NULL	전화번호
COMTNINSTTCODE	FXNUM	varchar(20)	YES	NULL	팩스번호
COMTNINSTTCODE	CREAT_DE	char(20)	YES	NULL	생성일
COMTNINSTTCODE	ABL_DE	char(20)	YES	NULL	폐지일
COMTNINSTTCODE	ABL_ENNC	char(1)	YES	NULL	폐지유무
COMTNINSTTCODE	CHANGE_DE	char(20)	YES	NULL	변경일
COMTNINSTTCODE	CHANGE_TIME	varchar(6)	YES	NULL	변경시간
COMTNINSTTCODE	BSIS_DE	char(20)	YES	NULL	기초일
COMTNINSTTCODE	SORT_ORDR	decimal(8,0)	YES	NULL	정렬순서
COMTNINSTTCODE	FRST_REGISTER_ID	varchar(20)	YES	NULL	최초등록자ID
COMTNINSTTCODE	FRST_REGIST_PNTTM	datetime	YES	NULL	최초등록시점
COMTNINSTTCODE	LAST_UPDUSR_ID	varchar(20)	YES	NULL	최종수정자ID
COMTNINSTTCODE	LAST_UPDT_PNTTM	datetime	YES	NULL	최종수정시점
COMTNINSTTCODERECPTNLOG	OCCRRNC_DE	char(20)	NO	NULL	발생일
COMTNINSTTCODERECPTNLOG	INSTT_CODE	char(7)	NO	NULL	기관코드
COMTNINSTTCODERECPTNLOG	OPERT_SN	decimal(10,0)	NO	NULL	작업일련번호
COMTNINSTTCODERECPTNLOG	CHANGE_SE_CODE	varchar(2)	YES	NULL	변경구분코드
